Species	Term Accession	Term	Object	RGD ID	Symbol	Name	Type	Qualifiers	Evidence	Chr	Start	Stop	Reference(s)	Source(s)	Original Reference(s)	Notes
Human	GO:0006469	negative regulation of protein kinase activity	gene	731425	GNAQ	G protein subunit alpha q	protein-coding	involved_in	IMP	 9	77,716,097	78,031,811	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20399743 	  (PMID:20399743)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1318256	GSKIP	GSK3B interacting protein	protein-coding	involved_in	IMP	14	96,363,526	96,387,290	UniProt, UniProt	UniProt	PMID:16981698 	  (PMID:16981698)
Human	GO:0006469	negative regulation of protein kinase activity	gene	732257	GSTP1	glutathione S-transferase pi 1	protein-coding	involved_in	ISO	11	67,583,812	67,586,653	BHF-UCL, BHF-UCL, RGD	BHF-UCL,RGD	PMID:16636664 PMID:21668448 	  (PMID:16636664)
Human	GO:0006469	negative regulation of protein kinase activity	gene	732480	HSPB1	heat shock protein family B (small) member 1	protein-coding	involved_in	IEA	 7	76,302,673	76,304,292	BHF-UCL, BHF-UCL, Ensembl	BHF-UCL,Ensembl	 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	1352582	IL6	interleukin 6	protein-coding		ISO	 7	22,727,200	22,731,998	RGD	RGD	PMID:15845578 	Phospholamban phosphorylation
Human	GO:0006469	negative regulation of protein kinase activity	gene	732855	ILK	integrin linked kinase	protein-coding		ISO	11	6,603,774	6,610,870	RGD	RGD	PMID:12629168 	GSK-3 activity as a Tau protein kinase
Human	GO:0006469	negative regulation of protein kinase activity	gene	1604357	INPP5K	inositol polyphosphate-5-phosphatase K	protein-coding	involved_in	IDA	17	1,494,577	1,516,612	UniProt, UniProt	UniProt	PMID:12556481 	  (PMID:12556481)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1317220	ITGB1BP1	integrin subunit beta 1 binding protein 1	protein-coding	involved_in	IDA	 2	9,403,475	9,423,569	UniProt, UniProt	UniProt	PMID:20616313 	  (PMID:20616313)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1312373	LRP6	LDL receptor related protein 6	protein-coding	involved_in	IMP	12	12,116,025	12,267,044	BHF-UCL, BHF-UCL	BHF-UCL	PMID:16365045 	  (PMID:16365045)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1352718	MIR20A	microRNA 20a	ncrna	involved_in	IDA	13	91,351,065	91,351,135	BHF-UCL	BHF-UCL	PMID:25447536 	  (PMID:25447536)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1345161	MLLT1	MLLT1 super elongation complex subunit	protein-coding	involved_in,acts_upstream_of_or_within	ISO	19	6,210,381	6,279,975	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:11007757 	  (MGI:1891804|PMID:11007757)
Human	GO:0006469	negative regulation of protein kinase activity	gene	737471	NF1	neurofibromin 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	31,094,927	31,377,677	HGNC-UCL, HGNC-UCL, Ensembl, MGI	HGNC-UCL,Ensembl,MGI	PMID:16835260 PMID:17053831 	  (MGI:3655425|PMID:16835260),  (MGI:3689489|PMID:17053831)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731858	NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor	protein-coding	involved_in,acts_upstream_of_or_within	ISO	22	29,603,556	29,698,600	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:14580336 PMID:16405865 	  (MGI:3613261|PMID:16405865),  (MGI:2679135|PMID:14580336)
Human	GO:0006469	negative regulation of protein kinase activity	gene	732793	PAK2	p21 (RAC1) activated kinase 2	protein-coding	involved_in	TAS	 3	196,739,857	196,832,647	PINC, PINC	PINC	PMID:10748018 	  (PMID:10748018)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1344212	PARK7	Parkinsonism associated deglycase	protein-coding	involved_in	IGI	 1	7,961,711	7,985,505	ParkinsonsUK-UCL, ParkinsonsUK-UCL	ParkinsonsUK-UCL	PMID:15983381 	  (PMID:15983381)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731616	PCP4	Purkinje cell protein 4	protein-coding		ISO	21	39,867,438	39,929,392	RGD	RGD	PMID:10751438 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	732664	PDPK1	3-phosphoinositide dependent protein kinase 1	protein-coding	involved_in	IDA	16	2,538,021	2,603,188	BHF-UCL, BHF-UCL	BHF-UCL	PMID:9373175 	  (PMID:9373175)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731267	PKIA	cAMP-dependent protein kinase inhibitor alpha	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 8	78,516,340	78,605,267	MGI, InterPro, Ensembl	MGI,InterPro,Ensembl	PMID:9218452 	  (MGI:894256|PMID:9218452)
Human	GO:0006469	negative regulation of protein kinase activity	gene	736855	PKIB	cAMP-dependent protein kinase inhibitor beta	protein-coding	involved_in	IEA	 6	122,471,921	122,726,373	InterPro	InterPro	 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	1350390	PKIG	cAMP-dependent protein kinase inhibitor gamma	protein-coding	acts_upstream_of_or_within,involved_in	IEA	20	44,531,875	44,619,037	MGI, Ensembl, InterPro	MGI,Ensembl,InterPro	PMID:9218452 	  (MGI:894256|PMID:9218452)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1352784	PKN1	protein kinase N1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	19	14,433,306	14,471,859	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:23223530 	  (MGI:5467878|PMID:23223530)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731690	PLEC	plectin	protein-coding	involved_in	IEA	 8	143,915,153	143,976,745	Ensembl, Ensembl	Ensembl	 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	731273	PPIA	peptidylprolyl isomerase A	protein-coding	involved_in	IDA	 7	44,796,681	44,803,117	UniProt, UniProt	UniProt	PMID:26095851 	  (PMID:26095851)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1350294	PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E	protein-coding	involved_in	IBA	17	58,755,854	58,985,179	UniProt, UniProt, GO_Central, GO_Central	UniProt,GO_Central	PMID:11864573 PMID:21873635 	  (PMID:11864573),  (PMID:21873635)
Human	GO:0006469	negative regulation of protein kinase activity	gene	737169	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	protein-coding	involved_in	IBA	22	21,919,425	21,952,848	UniProt, GO_Central, UniProt, GO_Central	UniProt,GO_Central	PMID:11864573 PMID:21873635 	  (PMID:11864573),  (PMID:21873635)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1346463	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2	protein-coding	involved_in	IDA	 7	151,556,127	151,877,115	BHF-UCL, BHF-UCL	BHF-UCL	PMID:17255938 	  (PMID:17255938)
Human	GO:0006469	negative regulation of protein kinase activity	gene	735732	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	68,413,623	68,551,316	Ensembl, MGI	Ensembl,MGI	PMID:18316483 	  (MGI:3821563|PMID:18316483)
Human	GO:0006469	negative regulation of protein kinase activity	gene	737062	PRKCA	protein kinase C alpha	protein-coding	acts_upstream_of_or_within	ISO	17	66,302,613	66,810,743	MGI	MGI	PMID:11923480 	  (MGI:2677557|PMID:11923480)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1316893	PRKRIP1	PRKR interacting protein 1	protein-coding	involved_in,acts_upstream_of_or_within	ISS	 7	102,396,363	102,426,666	GO_Central, UniProt, GO_Central, Ensembl, MGI, UniProt	GO_Central,UniProt,Ensembl,MGI	PMID:12679338 PMID:21873635 	  (PMID:21873635),  (MGI:2665232|PMID:12679338)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731724	PSEN1	presenilin 1	protein-coding	acts_upstream_of_or_within,involved_in	IEA	14	73,136,417	73,223,691	MGI, Ensembl	MGI,Ensembl	PMID:12805290 	  (MGI:2664026|PMID:12805290)
Human	GO:0006469	negative regulation of protein kinase activity	gene	736371	PTPRC	protein tyrosine phosphatase receptor type C	protein-coding	involved_in	IBA	 1	198,638,713	198,757,476	UniProt, UniProt, GO_Central, Ensembl, GO_Central	UniProt,GO_Central,Ensembl	PMID:9197241 PMID:21873635 	  (PMID:9197241),  (PMID:21873635)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1605835	PYDC1	pyrin domain containing 1	protein-coding	involved_in	IDA	16	31,215,962	31,217,135	HGNC-UCL, HGNC-UCL	HGNC-UCL	PMID:12656673 	  (PMID:12656673)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1346181	QARS1	glutaminyl-tRNA synthetase 1	protein-coding	involved_in	IDA	 3	49,095,932	49,104,757	CAFA, CAFA	CAFA	PMID:11096076 	  (PMID:11096076)
Human	GO:0006469	negative regulation of protein kinase activity	gene	731712	RB1	RB transcriptional corepressor 1	protein-coding	involved_in	IPI	13	48,303,751	48,481,890	UniProt, UniProt	UniProt	PMID:9858607 	  (PMID:9858607)
Human	GO:0006469	negative regulation of protein kinase activity	gene	732128	RGN	regucalcin	protein-coding	involved_in	ISO	  X	47,078,443	47,093,313	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:11455566 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	1312305	RTRAF	RNA transcription, translation and transport factor	protein-coding	involved_in	IMP	14	51,989,546	52,010,694	UniProt, UniProt	UniProt	PMID:15147888 	  (PMID:15147888)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1312341	SFN	stratifin	protein-coding	involved_in	TAS	 1	26,863,149	26,864,456	PINC, PINC	PINC	PMID:8515476 	  (PMID:8515476)
Human	GO:0006469	negative regulation of protein kinase activity	gene	733305	SH3BP5	SH3 domain binding protein 5	protein-coding	involved_in	IEA	 3	15,254,353	15,341,380	Ensembl	Ensembl	 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	1350494	SHB	SH2 domain containing adaptor protein B	protein-coding	acts_upstream_of_or_within,involved_in	IEA	 9	37,915,898	38,069,227	MGI, Ensembl	MGI,Ensembl	PMID:23528453 	  (MGI:5527493|PMID:23528453)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1345463	SMCR8	SMCR8-C9orf72 complex subunit	protein-coding	involved_in	IMP	17	18,315,293	18,328,056	HGNC, HGNC	HGNC	PMID:28195531 	  (PMID:28195531)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1348508	SMYD3	SET and MYND domain containing 3	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 1	245,749,347	246,507,279	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:23752591 	  (MGI:5500979|PMID:23752591)
Human	GO:0006469	negative regulation of protein kinase activity	gene	733186	SNCA	synuclein alpha	protein-coding	involved_in	TAS	 4	89,724,099	89,838,304	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:30194957 	  (PMID:30194957)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1318683	SPRED1	sprouty related EVH1 domain containing 1	protein-coding	involved_in	IDA	15	38,252,836	38,357,249	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:18216281 	  (PMID:18216281)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1314707	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1	protein-coding	NOT|involved_in	IBA	22	39,399,780	39,437,132	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1320545	TAF7	TATA-box binding protein associated factor 7	protein-coding	involved_in	IDA	 5	141,318,490	141,320,784	UniProt, UniProt	UniProt	PMID:18391197 	  (PMID:18391197)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1316539	TARBP2	TARBP2 subunit of RISC loading complex	protein-coding	involved_in	TAS	12	53,500,923	53,506,431	UniProt, UniProt	UniProt	PMID:11641396 	  (PMID:11641396)
Human	GO:0006469	negative regulation of protein kinase activity	gene	735861	THY1	Thy-1 cell surface antigen	protein-coding	involved_in	ISS	11	119,415,476	119,424,985	GO_Central, Ensembl, UniProt, GO_Central, UniProt	GO_Central,Ensembl,UniProt	PMID:21873635 	  (PMID:21873635)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1354037	TRIB1	tribbles pseudokinase 1	protein-coding	involved_in	IMP	 8	125,430,358	125,438,403	BHF-UCL, BHF-UCL	BHF-UCL	PMID:15299019 	  (PMID:15299019)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1351441	TRIB2	tribbles pseudokinase 2	protein-coding	involved_in	NAS	 2	12,716,936	12,742,734	BHF-UCL, BHF-UCL	BHF-UCL	PMID:12791994 	  (PMID:12791994)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1345491	TRIB3	tribbles pseudokinase 3	protein-coding	involved_in	IDA	20	380,760	397,559	BHF-UCL, Ensembl, BHF-UCL	BHF-UCL,Ensembl	PMID:12791994 	  (PMID:12791994)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1320820	TRIM27	tripartite motif containing 27	protein-coding	involved_in	IDA	 6	28,903,002	28,923,985	UniProt, UniProt	UniProt	PMID:22128329 	  (PMID:22128329)
Human	GO:0006469	negative regulation of protein kinase activity	gene	736193	TSC2	TSC complex subunit 2	protein-coding	involved_in,acts_upstream_of_or_within	ISO	16	2,047,985	2,089,491	UniProt, UniProt, MGI	UniProt,MGI	PMID:15249583 	  (MGI:3050929|PMID:15249583)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1605914	UBASH3B	ubiquitin associated and SH3 domain containing B	protein-coding	involved_in,acts_upstream_of_or_within	ISO	11	122,655,722	122,814,473	GO_Central, GO_Central, Ensembl, MGI	GO_Central,Ensembl,MGI	PMID:20585042 PMID:21873635 PMID:27609517 	  (PMID:21873635),  (MGI:4838721|PMID:20585042),  (MGI:5811934|PMID:27609517)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1317961	WARS1	tryptophanyl-tRNA synthetase 1	protein-coding	involved_in	IDA	14	100,333,790	100,376,327	CAFA, CAFA	CAFA	PMID:22504299 	  (PMID:22504299)
Human	GO:0006469	negative regulation of protein kinase activity	gene	1353270	WNK4	WNK lysine deficient protein kinase 4	protein-coding	involved_in	IEA	17	42,780,610	42,797,066	Ensembl	Ensembl	 	
Human	GO:0006469	negative regulation of protein kinase activity	gene	1349820	WWTR1	WW domain containing transcription regulator 1	protein-coding	involved_in	IMP	 3	149,517,235	149,724,788	BHF-UCL, BHF-UCL	BHF-UCL	PMID:20412773 	  (PMID:20412773)
Human	GO:0006469	negative regulation of protein kinase activity	gene	736065	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	protein-coding	involved_in	NAS	 7	76,326,799	76,358,991	UniProt, UniProt	UniProt	PMID:10433554 	  (PMID:10433554)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	736989	ADAR	adenosine deaminase RNA specific	protein-coding	involved_in	IMP	 1	154,582,057	154,627,997	UniProt, Ensembl, UniProt	UniProt,Ensembl	PMID:18362360 PMID:19651874 	  (PMID:19651874),  (PMID:18362360)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	732582	ADARB1	adenosine deaminase RNA specific B1	protein-coding	involved_in	IDA	21	45,074,578	45,226,563	UniProt, UniProt	UniProt	PMID:21289159 	  (PMID:21289159)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	731437	CDK5RAP3	CDK5 regulatory subunit associated protein 3	protein-coding	involved_in	IMP	17	47,967,904	47,981,781	UniProt, UniProt	UniProt	PMID:21283629 	  (PMID:21283629)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	1314425	CORO1C	coronin 1C	protein-coding	involved_in	IMP	12	108,645,109	108,731,518	UniProt, UniProt	UniProt	PMID:19913511 	  (PMID:19913511)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	1321979	DUSP10	dual specificity phosphatase 10	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 1	221,701,424	221,742,089	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:23977283 	  (MGI:5532582|PMID:23977283)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	735682	NPM1	nucleophosmin 1	protein-coding	involved_in	IDA	 5	171,387,116	171,410,900	UniProt, UniProt	UniProt	PMID:12882984 	  (PMID:12882984)
Human	GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	gene	737169	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	protein-coding	involved_in	IDA	22	21,919,425	21,952,848	UniProt, UniProt	UniProt	PMID:15140879 	  (PMID:15140879)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1342972	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	protein-coding	involved_in	IDA	 9	130,713,043	130,887,675	BHF-UCL, BHF-UCL	BHF-UCL	PMID:11121037 	  (PMID:11121037)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	732909	AKT1	AKT serine/threonine kinase 1	protein-coding	involved_in	TAS	14	104,769,349	104,795,748	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:28386764 	  (PMID:28386764)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	731437	CDK5RAP3	CDK5 regulatory subunit associated protein 3	protein-coding	involved_in	IMP	17	47,967,904	47,981,781	UniProt, UniProt	UniProt	PMID:19223857 	  (PMID:19223857)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	732352	DAB2IP	DAB2 interacting protein	protein-coding	involved_in	IDA	 9	121,567,074	121,785,530	BHF-UCL, BHF-UCL, Ensembl, UniProt, UniProt	BHF-UCL,Ensembl,UniProt	PMID:19903888 PMID:20154697 	  (PMID:20154697),  (PMID:19903888)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1342501	DTNBP1	dystrobrevin binding protein 1	protein-coding	involved_in,acts_upstream_of_or_within	ISO	 6	15,522,807	15,663,058	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:25297099 	  (MGI:5609072|PMID:25297099)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	733803	GADD45A	growth arrest and DNA damage inducible alpha	protein-coding	involved_in	IMP	 1	67,685,201	67,688,334	CACAO, CACAO	CACAO	PMID:23329839 	  (PMID:23329839)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1319617	LRP5	LDL receptor related protein 5	protein-coding	involved_in	IMP	11	68,298,412	68,449,275	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19107203 	  (PMID:19107203)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1312373	LRP6	LDL receptor related protein 6	protein-coding	involved_in	IDA	12	12,116,025	12,267,044	BHF-UCL, BHF-UCL	BHF-UCL	PMID:19107203 	  (PMID:19107203)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	731902	MACROH2A1	macroH2A.1 histone	protein-coding	involved_in	IMP	 5	135,334,381	135,399,887	UniProt, UniProt	UniProt	PMID:22194607 	  (PMID:22194607)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1352718	MIR20A	microRNA 20a	ncrna	involved_in	IDA	13	91,351,065	91,351,135	BHF-UCL	BHF-UCL	PMID:22696064 	  (PMID:22696064)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1342757	MIR24-1	microRNA 24-1	ncrna	involved_in	IDA	 9	95,086,021	95,086,088	BHF-UCL	BHF-UCL	PMID:21788589 	  (PMID:21788589)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1344925	MIR24-2	microRNA 24-2	ncrna	involved_in	IDA	19	13,836,287	13,836,359	BHF-UCL	BHF-UCL	PMID:21788589 	  (PMID:21788589)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1343452	MIR34A	microRNA 34a	ncrna	acts_upstream_of	IMP	 1	9,151,668	9,151,777	ARUK-UCL	ARUK-UCL	PMID:26330104 	  (PMID:26330104)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	735345	PRKCH	protein kinase C eta	protein-coding	involved_in	IDA	14	61,187,468	61,550,976	UniProt	UniProt	PMID:34593629 	  (PMID:34593629)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	1602723	PYCARD	PYD and CARD domain containing	protein-coding	involved_in	IDA	16	31,201,486	31,202,760	UniProt, UniProt	UniProt	PMID:12486103 	  (PMID:12486103)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	731712	RB1	RB transcriptional corepressor 1	protein-coding	involved_in	IEA	13	48,303,751	48,481,890	ARUK-UCL, ARUK-UCL, Ensembl	ARUK-UCL,Ensembl	PMID:24027266 	  (PMID:24027266)
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	731021	SLC8A1	solute carrier family 8 member A1	protein-coding	acts_upstream_of_or_within	ISS	 2	40,097,270	40,512,435	ARUK-UCL, ARUK-UCL	ARUK-UCL	 	
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	732656	SLC8A3	solute carrier family 8 member A3	protein-coding	acts_upstream_of_or_within,involved_in	ISS	14	70,044,215	70,189,405	ARUK-UCL, Ensembl, ARUK-UCL	ARUK-UCL,Ensembl	 	
Human	GO:0071901	negative regulation of protein serine/threonine kinase activity	gene	732889	TESK1	testis associated actin remodelling kinase 1	protein-coding	involved_in	IEA	 9	35,605,262	35,610,033	ARUK-UCL, ARUK-UCL, Ensembl	ARUK-UCL,Ensembl	PMID:18216281 	  (PMID:18216281)
Human	GO:1905183	negative regulation of protein serine/threonine phosphatase activity	gene	1350290	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D	protein-coding	involved_in	IDA	15	40,815,451	40,828,708	UniProt, UniProt	UniProt	PMID:12974676 	  (PMID:12974676)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	619568	CAV1	caveolin 1	protein-coding	involved_in	IBA	 7	116,525,009	116,561,185	BHF-UCL, BHF-UCL, GO_Central, Ensembl, GO_Central	BHF-UCL,GO_Central,Ensembl	PMID:21873635 PMID:25006397 	  (PMID:25006397),  (PMID:21873635)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1313011	CEP43	centrosomal protein 43	protein-coding	involved_in	IEA	 6	166,999,397	167,052,718	GOC, GOC	GOC	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1343556	GGNBP2	gametogenetin binding protein 2	protein-coding	involved_in,acts_upstream_of_or_within	ISO	17	36,544,919	36,589,848	Ensembl, Ensembl, MGI	Ensembl,MGI	PMID:26764350 	  (MGI:5779255|PMID:26764350)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	733698	HYAL2	hyaluronidase 2	protein-coding	involved_in	IDA	 3	50,317,808	50,322,745	UniProt, UniProt	UniProt	PMID:12676986 	  (PMID:12676986)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1323289	IBTK	inhibitor of Bruton tyrosine kinase	protein-coding	involved_in	IEA	 6	82,169,987	82,247,744	GOC, GOC	GOC	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1347745	LILRB4	leukocyte immunoglobulin like receptor B4	protein-coding	involved_in	IMP	19	54,662,985	54,668,718	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:9151699 PMID:16493035 	  (PMID:9151699),  (PMID:16493035)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	732476	MVP	major vault protein	protein-coding	involved_in	IDA	16	29,820,394	29,848,039	UniProt, UniProt	UniProt	PMID:16441665 	  (PMID:16441665)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1603208	NCAPG2	non-SMC condensin II complex subunit G2	protein-coding	involved_in	IEA	 7	158,631,169	158,704,804	GOC, GOC	GOC	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1319246	PTK6	protein tyrosine kinase 6	protein-coding	involved_in	IDA	20	63,528,001	63,537,376	UniProt, UniProt	UniProt	PMID:15539407 	  (PMID:15539407)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	733575	PTPN2	protein tyrosine phosphatase non-receptor type 2	protein-coding	involved_in	IEA	18	12,785,478	12,884,237	Ensembl, Ensembl	Ensembl	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	736371	PTPRC	protein tyrosine phosphatase receptor type C	protein-coding	involved_in	IEA	 1	198,638,713	198,757,476	ARUK-UCL, ARUK-UCL, Ensembl	ARUK-UCL,Ensembl	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	733289	RACK1	receptor for activated C kinase 1	protein-coding	involved_in	IEA	 5	181,236,897	181,243,906	GOC, GOC	GOC	 	
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	733305	SH3BP5	SH3 domain binding protein 5	protein-coding	involved_in	IBA	 3	15,254,353	15,341,380	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1606500	SH3BP5L	SH3 binding domain protein 5 like	protein-coding	involved_in	IBA	 1	248,810,446	248,825,915	GO_Central, GO_Central	GO_Central	PMID:21873635 	  (PMID:21873635)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	1606779	SRCIN1	SRC kinase signaling inhibitor 1	protein-coding	involved_in	IDA	17	38,530,031	38,607,025	UniProt, UniProt	UniProt	PMID:17525734 	  (PMID:17525734)
Human	GO:0061099	negative regulation of protein tyrosine kinase activity	gene	735861	THY1	Thy-1 cell surface antigen	protein-coding	involved_in	IEA	11	119,415,476	119,424,985	UniProt, UniProt, Ensembl	UniProt,Ensembl	 	
Human	GO:1903614	negative regulation of protein tyrosine phosphatase activity	gene	730993	GNAI2	G protein subunit alpha i2	protein-coding	involved_in	ISO	 3	50,227,068	50,263,358	Ensembl, Ensembl, RGD	Ensembl,RGD	PMID:11500506 	
Human	GO:1903614	negative regulation of protein tyrosine phosphatase activity	gene	736304	LGALS3	galectin 3	protein-coding	involved_in	IC	14	55,129,252	55,145,430	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:24846175 	  (PMID:24846175)
Human	GO:1903614	negative regulation of protein tyrosine phosphatase activity	gene	737363	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	protein-coding	involved_in	IDA	 2	134,119,935	134,454,621	ARUK-UCL, ARUK-UCL	ARUK-UCL	PMID:24846175 	  (PMID:24846175)
Human	GO:2000299	negative regulation of Rho-dependent protein serine/threonine kinase activity	gene	1312263	CHORDC1	cysteine and histidine rich domain containing 1	protein-coding	involved_in	IEA	11	90,200,429	90,223,049	Ensembl, Ensembl	Ensembl	 	
Human	GO:2000299	negative regulation of Rho-dependent protein serine/threonine kinase activity	gene	1603204	HEG1	heart development protein with EGF like domains 1	protein-coding	involved_in	IDA	 3	124,965,710	125,055,997	UniProt, UniProt	UniProt	PMID:26780829 	  (PMID:26780829)
Human	GO:2000299	negative regulation of Rho-dependent protein serine/threonine kinase activity	gene	1313233	RASIP1	Ras interacting protein 1	protein-coding	involved_in	IMP	19	48,720,585	48,740,610	GO_Central, GO_Central, UniProt, UniProt	GO_Central,UniProt	PMID:21873635 PMID:26780829 	  (PMID:21873635),  (PMID:26780829)
Human	GO:1900260	negative regulation of RNA-dependent RNA polymerase activity	gene	1319448	EIF4A2	eukaryotic translation initiation factor 4A2	protein-coding	involved_in	IDA	 3	186,783,577	186,789,897	AgBase, AgBase	AgBase	PMID:11922617 	  (PMID:11922617)
